PastQuesId,PastQuesTitle,PastQuesBody,PastQuesTags
26254,"['submit', 'bug', 'report', 'microsoft', 'offic']","['number', 'bug', 'microsoft', 'offic', 't', 'submit', 'bug', 'report', 'seen', 'microsoft', 'connect', 't', 'let', 'provid', 'feedback', 'offic', 'submit', 'bug', 'report', 'microsoft', 'offic']","['microsoft', 'office', 'report']"
26291,"['retriev', 'email', 'imap', 'account', 'gmail', 'automat']","['d', 'like', 'retriev', 'email', 'imap', 'account', 'access', 'pop', 'automat', 'gmail', 'know', 'manual', 'copi', 'imap', 'account', 'imap', 'copi', 'script', 'm', 'look', 'think', 'kind', 'imap', 'pop', 'servic', 'check', 'gmail', 'long', 'support', 'pop', 'retriev', 'mail', 'automat', 'seen', 'like', 'better', 'idea']","['email', 'gmail', 'imap', 'pop']"
26335,"['live', 'footbal', 'stat', 'api']","['m', 'look', 'servic', 'provid', 'live', 'footbal', 'soccer', 'statist', 'match', 'player', 'stat', 'prefer', 'api', 'rss', 'provid', 'easili', 'parsabl', 'stat', 'suggest']","['rss', 'statistics']"
26350,"['set', 'vista', 'send', 'traffic', 'vpn']","['us', 'utorr', 'download', 'file', 'like', 'level', 'encrypt', 'sign', 'http', 'itshidden', 'com', 'us', 'vpn', 'servic', 'connect', 'network', 'share', 'center', 'connect', 'vpn', 'network', 'traffic', 'web', 'brows', 'utorr', 'rout', 'vpn', 'possibl', 'set', 'utorr', 'traffic', 'sent', 'vpn', 'traffic', 'web', 'brows']","['windows', 'vista', 'vpn', 'bittorrent', 'utorrent']"
26368,"['automat', 'pick', 'network', 'set', 'base', 'wifi', 'network']","['possibl', 'duplic', 'good', 'solut', 'switch', 'differ', 'network', 'set', 'bring', 'laptop', 'offic', 'connect', 'wireless', 'network', 'set', 'static', 'ip', 'address', 'assign', 'laptop', 'manual', 'home', 'chang', 'dhcp', 'wai', 'associ', 'particular', 'set', 'particular', 'wifi', 'network']","['windows', 'wireless', 'networking']"
26369,"['virtual', 'linux']","['possibl', 'duplic', 'run', 'xp', 'virtual', 'machin', 'hardwar', 'spec', 'requir', 'ram', 'run', 'window', 'linux', 'current', 'mb', 'ddr', 'ram', 'want', 'run', 'xp', 'suse']","['windows', 'linux', 'virtualbox', 'memory']"
26401,"['intranet', 'video', 'stream']","['s', 'good', 'option', 'home', 'video', 'stream', 'exampl', 'somebodi', 'us', 'laptop', 'webcam', 'stream', 'babi', 's', 'crib', 'allow', 'monitor', 'main', 'home', 'pc', 'case', 'wouldn', 't', 'want', 'wire', 'skype', 'instead', 'local', 'network', 'option', 'exist', 'easi', 'achiev']","['video', 'home', 'networking', 'streaming', 'webcam']"
26510,"['combin', 'calendar', 'outlook']","['m', 'look', 'program', 'plug', 'outlook', 'allow', 'view', 'calendar', 'multipl', 'separ', 'tab', 'calendar', 'calendar', 'event', 'multipl', 'calendar', 'http', 'www', 'exchangegroupcalendar', 'com', 'm', 'look', 'altern', 'prefer', 'free', 'thank']","['microsoft', 'outlook', 'calendar']"
26536,"['spot', 'recogn', 'good', 'repair', 'shop']","['run', 'small', 'b', 'b', 'busi', 't', 'involv', 'home', 'comput', 'custom', 'ask', 'fix', 'home', 'pc', 't', 'kind', 'work', 'handi', 'abl', 'referr', 'recommend', 'compet', 'repair', 'shop', 'got', 'think', 'us', 'joel', 'test', 'repair', 'shop', 'question', 'ask', 'depend', 'answer', 'd', 'know', 'clue', 'm', 'interest', 'question', 'ask', 'repair', 'technician', 'shop', 'owner', 'help', 'determin', 'advanc', 'like', 'reason', 'job', 'warn', 'sign', 'look', 'certain', 'thing', 'ring', 'alarm', 'bell']","['hardware', 'failure']"
26593,"['best', 'wai', 'confid', 'search', 'file', 'content', 'window', 'index', 'servic']","['window', 'xp', 'knew', 'file', 'search', 'check', 'search', 'file', 'content', 'result', 'wait', 'patient', 'vista', 'felt', 'absolut', 'confid', 'type', 'thoroughli', 'search', 'search', 'non', 'index', 'locat', 'check', 'window', 'feel', 'better', 'usual', 'stuff', 'suspici', 't', 'm', 'left', 'feel', 'confid', 't', 'want', 'weight', 'googl', 'desktop', 'want', 'solid', 'brute', 'file', 'search', 'util', 'thought', 'look', 'good', 'recent', 'instal', 'window', 'rtm', 'week', 't', 'rememb', 'call', '_still_', 't', 'file', 'place', 'test']","['windows', 'search']"
26670,"['wintv', 'pvr', 'work', 'window', 'wintv', 'pvr', 'usb']","['hauppaug', 'wintv', 'pvr', 'usb', 'work', 'window', 'idea', 'fix']","['windows', 'troubleshooting', 'windows', 'media', 'center', 'tuner', 'card']"
26697,"['softwar', 'aid', 'write', 'research', 'paper']","['work', 'white', 'paper', 'week', 'have', 'rough', 'time', 'link', 'refer', 'materi', 'onlin', 'final', 'got', 'organ', 'manual', 'procedur', 'softwar', 's', 'organ', 'sort', 'bookmark', 'link', 'refer', 'page', 'click', 'access', 'auto', 'gener', 'bibliographi', 'base', 'link', 'templat', 'research', 'paper', 'layout', 'templat', 'exampl', 'index', 's', 'p', 's', 'need', 'softwar', 'window', 'xp', 'paid', 'softwar']","['windows', 'windows', 'xp', 'software', 'rec']"
26798,"['ssh', 'login', 'password']","['possibl', 'duplic', 'set', 'ssh', 't', 'type', 'password', 't', 'want', 'type', 'password', 'ssh', 'machin', 'us', 'accomplish', 'secur', 'concern', 'approach']","['ssh', 'passwords', 'login']"
26840,"['firefox', 'addon', 'easili', 'remov', 'section', 'web', 'page', 'rememb', 'remov', 'section']","['greasemonkei', 'stylish', 'allow', 'user', 'javascript', 'css', 'knowledg', 'abil', 'remov', 'section', 'page', 'm', 'wonder', 's', 'novic', 'user', 'nuke', 'enhanc', 'good', 'exampl', 'allow', 'user', 'right', 'click', 'select', 'remov', 'xxx', 's', 'great', 'print', 't', 'rememb', 'select', 'm', 'look', 'similar', 'rememb', 's', 'remov', 'visit', 'thank']","['firefox', 'browser', 'addons']"
26895,"['easi', 'wai', 'boot', 'winxp', 'instal', 'cd', 'usb', 'pen', 'drive']","['possibl', 'duplic', 'instal', 'window', 'xp', 'pen', 'drive', 'iso', 'winxp', 'pro', 'instal', 'disk', 'pebuild', 'petousb', 'unetbootin', 't', 'task', 'make', 'boot', 'usb', 'pen', 'drive']","['windows', 'xp', 'usb', 'flash', 'drive']"
27031,"['wireless', 'usb', 'adapt', 'os', 'x', 'support']","['haven', 't', 'abl', 'locat', 'wireless', 'usb', 'adapt', 'os', 'x', 'support', 'abl', 'handl', 'mbit', 's', 'higher', 'suggest', 'edit', 'm', 'mac', 'user', 'total', 'mix', 'airport', 'devic', 'realiz', 'airport', 'express', 'devic', 'thank', 'devil', 'tesla', 'edit', 'question', 'prefer', 'usb', 'adapt', 'portabl', 's', 'sake', 'access', 'point', 'job']","['macos', 'usb', 'wireless', 'networking', 'network', 'adapter']"
27043,"['best', 'solut', 'ad', 'block', 'firefox', 'explor']","['best', 'wai', 'block', 'annoi', 'ad', 'allow', 'us', 'ad', 'firefox', 'explor', 'basic', 'like', 'block', 'anim', 'flash', 'ad', 'block', 'anim', 'silverlight', 'ad', 'block', 'anim', 'gif', 'ad', 'allow', 'subtl', 'googl', 'ad', 'ad', 'e', 'g', 'stackoverflow', 'graphic', 'us', 'inform', 'allow', 'flash', 'gener', 'allow', 'silverlight', 'gener', 'allow', 'anim', 'gif', 'gener', 'best', 'wai', 'strike', 'balanc']","['firefox', 'browser', 'addons', 'internet', 'explorer', 'adblock']"
27075,"['virtual', 'machin', 'optim']","['read', 'discuss', 'musthav', 'window', 'softwar', 'user', 'esabin', 'addend', 'link', 'scott', 'hanselman', 's', 'tool', 'list', 'tool', 'scott', 'write', 'optim', 'tool', 'vm', 's', 'invirtu', 'vm', 'optim', 'usd', 'invirtu', 'market', 'anymor', 'acquir', 'quest', 'vizioncor', 'price', 'went', 'time', 'usd', 'know', 'good', 'vm', 'optim', 'tool', 'work', 'vmware', 'workstat']","['virtual', 'machine', 'performance', 'disk', 'space']"
27077,"['recommend', 'client', 'handl', 'sip', 'account']","['current', 'sip', 'account', 'counterpath', 's', 'xlite', 'won', 't', 'handl', 'commerci', 'version', 'bria', 'eyebeam', 'sure', 'differ', 'bui', 'bria', 'eyebeam', 'd', 'like', 'check', 'good', 'sip', 'client', 'window', 'handl', 'sip', 'account', 'time', 'option', 'know']","['windows', 'voip', 'sip']"
27177,"['current', 'statu', 'usenet']","['current', 'statu', 'usenet', 'mean', 'peopl', 'us', 'big', 'basic', 's', 'happen', 'decad', 'understand', 'googl', 'group', 'm', 'confus', 'matter']","['google', 'groups', 'usenet', 'newsgroups']"
27219,"['look', 'window', 'base', 'webdav', 'enabl', 'editor', 'code']","['m', 'look', 'good', 'editor', 'window', 'built', 'webdav', 'support', 'm', 'awar', 'netdriv', 'webdriv', 'window', 'built', 'webdav', 'client', 't', 'work', 'need', 'emul', 'true', 'filesystem', 'came', 'm', 'coda', 'os', 'x', 'm', 'hope', 'similar']","['windows', 'text', 'editing', 'webdav']"
27263,"['verifi', 'current', 'user', 'admin', 'right']","['run', 'win', 'xp', 'sp', 'check', 'admin', 'right', 't', 'check', 'properti', 't', 'item', 'configur', 'panel', 't', 'admin', 'right', 'check', 'formal', 'command', 'line', 'tool']","['windows', 'xp', 'administrator']"
27414,"['window', 'xp', 'instal', 'usb']","['possibl', 'duplic', 'instal', 'window', 'xp', 'pen', 'drive', 'easiest', 'wai', 'window', 'xp', 'instal', 'usb', 'look', 'googl', 'doesnt', 'give', 'clue']","['windows', 'xp', 'usb', 'installation']"
27453,"['gentli', 'explain', 'non', 'techi', 'friend', 'victim', 'hoax']","['facebook', 'twitter', 'email', 'friend', 'friend', 'rebroadcast', 'hoax', 'abandon', 'puppi', 'abduct', 'littl', 'girl', 'whichev', 'polit', 'outrag', 'email', 'current', 'en', 'vogu', 'educ', 'friend', 's', 'continu', '_and_', 'friend', 'happen', 'twice', 'sure', 'point', 'appropri', 'page', 'snope', 'com', 'similar', 'specif', 'refer', 'serial', 'offend', 'actual', 'think', 'provid', 'servic', 'world']","['spam', 'prevention']"
27453,"['gentli', 'explain', 'non', 'techi', 'friend', 'victim', 'hoax']","['facebook', 'twitter', 'email', 'friend', 'friend', 'rebroadcast', 'hoax', 'abandon', 'puppi', 'abduct', 'littl', 'girl', 'whichev', 'polit', 'outrag', 'email', 'current', 'en', 'vogu', 'educ', 'friend', 's', 'continu', '_and_', 'friend', 'happen', 'twice', 'sure', 'point', 'appropri', 'page', 'snope', 'com', 'similar', 'specif', 'refer', 'serial', 'offend', 'actual', 'think', 'provid', 'servic', 'world']","['spam', 'prevention']"
27561,"['altern', 'dvd', 'player', 'mac', 'os', 'x']","['dvd', 'player', 'probabl', 'program', 'us', 'crash', 'altern']","['macos', 'dvd', 'media', 'software', 'rec', 'codec']"
27592,"['linux', 'small', 'busi', 'financ', 'softwar']","['d', 'like', 'financi', 'manag', 'packag', 'run', 'linux', 'web', 'base', 'ok', 'instal', 'server', 'linux', 'm', 'will', 'pai']","['linux', 'software', 'rec', 'finance']"
27616,"['best', 'wai', 'backup', 'import', 'file', 'usb', 'drive']","['possibl', 'duplic', 'best', 'applic', 'sync', 'folder', 'hi', 'unreli', 'larg', 'usb', 'drive', 'best', 'wai', 'setup', 'certain', 'directori', 'file', 'sync', 'd', 'usb', 'drive', 'backup', 'want', 'backup', 'happen', 'automat', 'plug', 'usb', 'run', 'command', 'd', 'solut']","['windows', 'backup', 'on', 'demand']"
27685,"['bit', 'altern', 'quickpar']","['ve', 'long', 'time', 'quickpar', 'user', 't', 'bit', 'version', 'good', 'x', 'quickpar', 'like', 'app']","['windows', 'software', 'rec', 'bit']"
27720,"['recommend', 'gigabit', 'n', 'router', 'work', 'dd', 'wrt']","['ve', 'read', 'question', 'check', 'support', 'devic', 'list', 'look', 'specif', 'gigabit', 'n', 'router', 'easi', 'fulli', 'support', 'dd', 'wrt', 'like', 'linksi', 'wrt', 'n', 'seri', 'good', 'idea', 'm', 'sure', 'easili', 'avail', 'fulli', 'support', 'think', 'n', 'wast', 'time', 's', 'accept', 'answer', 'let', 'know', 'case', 'm', 'perfectli', 'happi', 'standard', 'linksi', 'wrt', 'gl']","['router', 'wireless', 'networking', 'hardware', 'rec', 'dd', 'wrt', 'n']"
27786,"['set', 'ideal', 'free', 'window', 'media', 'player']","['want', 'follow', 'featur', 'media', 'player', 'combin', 'media', 'player', 'music', 'video', 'open', 'start', 'plai', 'configur', 'global', 'hotkei', 'previou', 'plai', 'paus', 'configur', 'file', 'delet', 'hotkei', 'folder', 'monitor', 'updat', 'librari', 'automat', 'base', 'folder', 's', 'content', 'plai', 'video', 'mkv', 'avi', 'deinterlac', 'default', 'rememb', 'want', 'shuffl', 'song', 'shuffl', 'song', 'plai', 'video', 'origin', 'resolut', 't', 'fit', 'screen', 'simpl', 'interfac', 'audio', 'crossfad', 't', 'look', 'codec', 'current', 'solut', 'respect', 'miss', 'featur', 'kmplayer', 'window', 'buggi', 'couldn', 't', 'folder', 'monitor', 'work', 't', 'shuffl', 'song', 's', 'choic', 'window', 'xp', 'smplayer', 'hotkei', 'aren', 't', 'work', 'window', 'folder', 'monitor', 'vlc', 'need', 'plugin', 'global', 'hotkei', 'deinterlac', 'isn', 't', 'default', 'activ', 'video', 'folder', 'monitor', 'forget', 'shuffl', 'session', 'crossfad', 'jetaudio', 't', 'start', 'plai', 'right', 'awai', 's', 'difficult', 'plai', 'video', 'horribl', 'interfac', 'window', 'media', 'player', 'global', 'hotkei', 'plugin', 'far', 'know', 'miss', 'codec', 'media', 'player', 'classic', 'couldn', 't', 'global', 'hotkei', 'folder', 'monitor', 'mayb', 'solut', 'combin', 'option', 'need', 'configur', 'properli']","['windows', 'windows', 'video', 'media', 'player']"
27864,"['geektool', 'like', 'app', 'resourc', 'chart', 'graph']","['app', 's', 'similar', 'geektool', 'allow', 'graphic', 'chart', 'desktop', 'show', 'resourc', 'usag', 'network', 'o', 'disk', 'usag', 'specif', 'm', 'look', 'like', 'samur', 'window', 'wai', 'replic', 'chart', 'right', 'hand', 'imag']","['macos', 'mac', 'geektool']"
28172,"['scan', 'pdf', 'softwar', 'window']","['s', 'best', 'softwar', 'us', 'scan', 'document', 'direct', 'multi', 'page', 'pdf', 'want', 'scan', 'seri', 'sheet', 'directli', 'pdf', 'file', 'littl', 'manual', 'intervent', 'possibl', 'softwar', 'work', 'vista', 'window', 'scanner', 'cheap', 'canon', 'usb', 'flatb', 'scanner', 'suggest']","['windows', 'windows', 'vista', 'pdf', 'software', 'rec', 'scanner']"
28181,"['new', 'macbook', 'pro', 'gb', 'rpm', 'vs', 'rpm']","['m', 'plan', 'bui', 'new', 'macbook', 'pro', 'origin', 'go', 'rpm', 'gb', 'option', 'd', 'heard', 'ago', 'game', 'faster', 'true', 've', 'read', 'issu', 'rpm', 'gb', 'drive', 'click', 'overh', 'drain', 'batteri', 'life', 'faster', 'compar', 'rpm', 'claim', 'true', 'know', 'run', 'window', 'bootcamp', 'see', 'problem', 'rpm', 'option', 'addit', 'osx', 'edit', 'point', 'm', 'interest', 'batteri', 'life', 'chang', 'rpm', 'hard', 'drive', 'vs', 'rpm', 'hard', 'drive']","['windows', 'macos', 'mac', 'hard', 'drive']"
28205,"['window', 'tweak', 'explor']","['ve', 'got', 'tweak', 'vista', 'machin', 'wanna', 'run', 'window', 'forgot', 'program', 's', 'enabl', 'instanc', 'right', 'click', 'map', 'option', 'open', 'command', 'window', 'copi', 'option', 'us', 's', 'gosh', 'darn', 'long', 't', 'rememb', 'program', 'reliabl', 'us']","['windows', 'windows', 'explorer', 'shell', 'extensions']"
28218,"['maintain', 'program', 'date', 'window']","['program', 'window', 'notifi', 'program', 'instal', 'updat', 'upgrad', 'new', 'version', 'releas']","['windows', 'updates']"
28292,"['window', 'activ', 'window']","['possibl', 'duplic', 'reinstal', 'window', 'languag', 'version', 'architectur', 'bit', 'bit', 'sourc', 'oem', 'retail', 'msdn', 'matter', 'm', 'test', 'window', 'profession', 'vmware', 'came', 'set', 'sai', 'dai', 'activ', 'suppos', 'activ', 'virtual', 'machin', 'm', 'gonna', 'stop', 'run', 'virtual', 'point', 'instal', 'actual', 'pc', 'laptop', 'll', 'activ', 'wonder', 's', 'possibl', 'troubl', 'run']","['windows', 'windows', 'activation']"
28336,"['clean', 'multipl', 'account', 'infect', 'spywar', 'virus']","['possibl', 'duplic', 'infect', 'viru', 'malwar', 's', 'best', 'wai', 'clean', 'multipl', 'account', 'infect', 'spywar', 'virus', 'malwar', 'instal', 'run', 'softwar', 'remov', 'infect', 'account', 'instal', 'softwar', 'account', 'clean', 'entir', 'includ', 'account', 'exampl', 'program', 'like', 'ccleaner', 'instal', 'account', 'offer', 'option', 'user', 'account', 'mean', 'program', 'clean', 'entir', 'includ', 'account', 'instal', 'ccleaner', 'account', 'clean', 'user', 's', 'account']","['windows', 'virus', 'malware', 'spyware']"
28438,"['point', 'sale', 'crm', 'repair', 'busi']","['start', 'mobil', 'repair', 'compani', 'look', 'po', 'crm', 'solut', 'try', 'commit', 'crm', 'look', 'solut', 'compar', 'featur', 'consid', 'import', 'web', 'interfac', 'inventori', 'manag', 'multipl', 'employe', 'finger', 'cross', 'asset', 'track', 'track', 'custom', 'equip', 'recommend']","['software', 'rec']"
28552,"['explain', 'thing', 'non', 'peopl']","['try', 'teach', '_basic_', 'concept', 'specif', 'thing', 't', 'fit', 's', 'learn', 'style', 'exampl', 'read', 'error', 'messag', 'freak', 'strategi']","['computer', 'science']"
28555,"['convert', 'file', 'type', 'utf', 'unix', 'iconv', 'fail']","['possibl', 'duplic', 'batch', 'convert', 'file', 'encod', 'line', 'end', 'window', 'convert', 'multipl', 'file', 'utf', 'encod', 'nix', 'command', 'line', 'tool', 've', 'got', 'php', 'file', 'window', 'machin', 'move', 'nix', 'winscp', 'show', 'charact', 'correctli', 've', 'drag', 'file', 'linux', 'machin', 'window', 'check', 'encod', 'notepad', 'sai', 'ansi', 'tri', 'iconv', 'f', 'ansi', 't', 'utf', 'filenam', 'php', 'filenam', 'php', 'error', 'ansi', 'convers', 'support', 've', 'tri', 'ms_ansi', 'error', 't', 'file', 'show', 'proper', 'encod', 'open', 'file', 'winscp', 'look', 'special', 'charact', 'see', 'purpos', 'script', 'remov', 'special', 'charact', 'data', 'caus', 'bit', 'issu', 'tool', 'chang', 'encod', 'tri', 'yum', 'iconv', 'packag', 'avail', 'respons', 'convert', 'file', 'proper', 'encod']",['encoding']
28582,"['specif', 'technic', 'consider', 'detriment', 'sleep', 'mode', 'time']","['lot', 'stuff', 'open', 't', 'feel', 'like', 'shut', 'laptop', 'us', 'sleep', 'mode', 'm', 'transfer', 'idea', 'disadvantag', 'question', 'technic', 'consider', 'detriment', 'sleep', 'mode', 'time', 'associ', 'implic', 'issu', 'mitig', 'turn', 'continu', 'us', 'sleep', 'mode', 'known', 'slow', 'wai', 'technic', 'reason', 'continu', 'us', 'sleep', 'mode', 'known', 'caus', 'long', 'term', 'effect', 'technic', 'reason', 'fyi', 'm', 'window', 'laptop']","['windows', 'laptop', 'sleep']"
28582,"['specif', 'technic', 'consider', 'detriment', 'sleep', 'mode', 'time']","['lot', 'stuff', 'open', 't', 'feel', 'like', 'shut', 'laptop', 'us', 'sleep', 'mode', 'm', 'transfer', 'idea', 'disadvantag', 'question', 'technic', 'consider', 'detriment', 'sleep', 'mode', 'time', 'associ', 'implic', 'issu', 'mitig', 'turn', 'continu', 'us', 'sleep', 'mode', 'known', 'slow', 'wai', 'technic', 'reason', 'continu', 'us', 'sleep', 'mode', 'known', 'caus', 'long', 'term', 'effect', 'technic', 'reason', 'fyi', 'm', 'window', 'laptop']","['windows', 'laptop', 'sleep']"
28602,"['project', 'manag', 'tool']","['m', 'look', 'better', 'pm', 'tool', 'like', 'http', 'www', 'axosoft', 'com', 'ontim', 'look', 'like', 'e', 'mail', 'client', 'prefer', 'web', 'host', 'recommend']","['web', 'development', 'project', 'management', 'tasks']"
28643,"['calendar', 'remind', 'applic', 'recommend']","['recommend', 'lightweight', 'calendar', 'applic', 'popup', 'remind', 'look', 'similar', 'capabl', 'outlook', 'calendar', 'reapeat', 'event', 'variabl', 'remind', 'time', 'daili', 'weekli', 'monthli', 'view', 'minu', 'bloat', 'edit', 'ideal', 'offlin', 'app']","['windows', 'product', 'rec', 'calendar']"
28678,"['know', 'linux', 'version', 'host', 'server']","['possibl', 'duplic', 'version', 'linux', 'm', 'run', 'need', 'download', 'right', 'rebol', 'version', 'http', 'www', 'rebol', 'com', 'view', 'platform', 'html', 'ssh', 'command', 'know', 'version', 'linux', 'host', 'server', 'us']",['linux']
28693,"['clipboard', 'size', 'limit']","['limit', 'size', 'data', 'copi', 'clipboard', 'vb', 'need', 'copi', 'block', 'data', 'clipboard']","['windows', 'clipboard']"
28713,"['kde', 's', 'dolphin', 'window']","['like', 'kde', 's', 'dolphin', 'linux', 'import', 'thing', 'open', 'ftp', 'locat', 'like', 'regular', 'folder', 'includ', 'open', 'file', 'edit', 'split', 'explor', 'window', 'pane', 'know', 'good', 'free', 'program', 'window']","['windows', 'windows', 'explorer', 'ftp', 'file', 'management']"
28758,"['altern', 'statcount', 'servic']","['m', 'free', 'statcount', 'limit', 'log', 'entri', 'suggest', 'altern', 'googl', 'analyt', 's', 'clutter', 'interfac']",['website']
28879,"['easi', 'us', 'document', 'manag', 'given', 'requir']","['origin', 'question', 'look', 'lot', 'thread', 'good', 'document', 'manag', 'given', 'knowledg', 'question', 'intuit', 'open', 'sourc', 'prefer', 'commerci', 'upgrad', 'document', 'manag', 'good', 'web', 'interfac', 'featur', 'look', 'extrem', 'easi', 'upload', 'document', 'ideal', 'access', 'share', 'folder', 'copi', 'past', 'file', 'version', 'check', 'chang', 'like', 'dropbox', 'easi', 'us', 'search', 'web', 'interfac', 'nice', 'modifi', 'search', 'result', 'displai', 'richer', 'inform', 'document', 'look', 'platform', 'like', 'alfresco', 'open', 'jive', 'want', 'workabl', 'solut', 'know', 'apach', 'solr', 'configur', 'crawl', 'directori', 'index', 'configur', 'richer', 'info', 'came', 'apach', 'jackrabbit', 'look', 'similar', 'tell', 'anybodi', 'experi', 'implement', 'thank', 'advanc']","['software', 'rec', 'document', 'management']"
28915,"['eeepc', 'won', 't', 'boot', 'load', 'bio', 'respond', 'common', 'fix']","['eeepc', 'ha', 'experienc', 'exact', 'problem', 'http', 'wiki', 'eeeuser', 'com', 'bugfix', 'fixbio', 'respond', 'suggest', 'fix', 'jump', 'jumper', 'ha', 'suggest']","['boot', 'bios', 'eee', 'pc']"
28933,"['router', 'bui', 'g', 'hsdpa', 'mobil', 'ireland']","['ve', 'spend', 'bit', 'time', 'work', 'republ', 'ireland', 'doneg', 'moment', 's', 'terrestri', 'adsl', 'fairli', 'usabl', 'g', 'hsdpa', 'servic', 'mobil', 'ireland', 'm', 'wonder', 'stackoverflow', 'user', 'resid', 'republ', 'ireland', 'mobil', 's', 'g', 'pai', 'mobil', 'broadband', 'servic', 'billion', 'g', 'router', 'nx', 'gx', 'gxl', 'dovado', 'umr', 'huawei', 'e', 'g', 'dongl', 'work', 'product', 'problem']","['router', 'g', 'broadband']"
28941,"['upgrad', 'ram', 'pc']","['need', 'upgrad', 'ram', 'window', 'pc', 'ram', 'confus', 'differ', 'kind', 'current', 'gb', 'like', 'upgrad', 'gb', 'possibl', 'pull', 'mb', 'stick', 'look', 'sai', 'pc', 'mean', 'upgrad', 'need', 'sure', 'new', 'ram', 'pc', 'older', 'stick', 'ram', 'tri', 'earliar', 'dimens', 'exact', 'stick', 'took', 'groov', 'line', 'near', 'center', 'ram', 'centimet', 'fit', 'write', 'ram', 'kvr', 'v', 'kingston']",['memory']
28950,"['gener', 'chm', 'file', 'html', 'directori']","['m', 'look', 'window', 'tool', 'gener', 'chm', 'file', 'bunch', 'html', 'file', 'recommend']","['windows', 'chm']"
29001,"['crucial', 'com', 'give', 'answer', 'memori']","['went', 'crucial', 'com', 'determin', 'kind', 'memori', 'upgrad', 'current', 'gatewai', 'pc', 'that', 'coupl', 'year', 'old', 'memori', 'slot', 'fill', 'mb', 'pc', 'ddr', 'ram', 'look', 'pc', 'crucial', 'http', 'www', 'crucial', 'com', 'store', 'listpart', 'aspx', 'model', 'gt', 'pl', 'gatewai', 'cat', 'ram', 'sai', 'max', 'gb', 'total', 'gb', 'slot', 'pc', 'tool', 'download', 'scan', 'pc', 'possibl', 'memori', 'show', 'total', 'gb', 'memori', 'gb', 'slot', 'hope', 'second', 'option', 'true', 'confus', 'sai', 'gb', 'sai', 'gb']",['memory']
29060,"['visio', 'altern']","['need', 'altern', 'visio', 'make', 'diagram', 'particularli', 'signal', 'process', 'block', 'diagram', 'includ', 'kind', 'custom', 'stencil', 'connect', 'point', 'spent', 'hour', 'learn', 'bit', 'piec', 'dia', 'rotat', 'capabl', 'degre', 'rotat', 's', 'great', 'suggest']","['graphics', 'open', 'source', 'software', 'rec', 'microsoft', 'visio', 'diagrams']"
29078,"['ooo', 'draw', 'import', 'export', 'visio', 'diagram']","['read', 'question', 'jason', 's', 'remind', 'm', 'interest', 'mean', 'import', 'export', 'visio', 'ooo', 'draw', 'primarili', 'ooo', 'edit', 'visio', 'file', 'possibl']","['openoffice', 'microsoft', 'visio']"
29091,"['coolosxapp', 'net', 'altern', 'new', 'os', 'x', 'softwar', 'blog']","['rememb', 'religi', 'hit', 'coolosxapp', 'net', 'websit', 'newli', 'avail', 'freewar', 'os', 'x', 'site', 'sold', 'avail', 'm', 'have', 'troubl', 'find', 'similar', 'websit', 'blog', 'anybodi', 'know', 'good', 'websit', 'blog', 'coolosxapp', 'com', 'usual', 'pretti', 'static', 'need', 'good', 'updat', 'appl', 'com', 'download', 'place', 't', 'awesom', 'app', 'avail', 'like', 'cord', 'fluid', 'gmail', 'notifr', 'simplifi']","['macos', 'website', 'blogging', 'resources']"
29095,"['good', 'nois', 'reduc', 'earphon', 'us', 'pc']","['need', 'pair', 'nois', 'reduc', 'earphon', 'know', 'small', 'on', 'insid', 'ear', 'work', 'pc', 'carri', 'work']",['headphones']
29111,"['technic', 'reason', 'exist', 'space', 'charact', 'file', 'name']","['somebodi', 'know', 'express', 'irrit', 'todai', 'tend', 'us', 'space', 'filenam', 'e', 'g', 'namingthingslikethi', 'txt', 'despit', 'modern', 'oper', 'system', 'support', 'space', 'filenam', 'technic', 'reason', 's', 'common', 'file', 'name', 'appropri', 'space', 'technic', 'reason', 'space', 'filenam', 'avoid', 'discourag', 'circumst', 'relev', 'obviou', 'reason', 'think', 'typic', 'avoid', 'extra', 'quot', 'requir', 'command', 'line', 'deal', 'file', 'signific', 'technic', 'reason']","['operating', 'systems', 'file', 'management', 'filenames']"
29265,"['cell', 'excel', 'automat', 'adjust', 'height', 'fit', 'wrap', 'text', 'content']","['cell', 'wrap', 'text', 'content', 'excel', 'want', 'format', 'cell', 'height', 'adjust', 'fit', 'content', 'span', 'line', 'achiev', 'behavior']","['microsoft', 'excel', 'microsoft', 'excel']"
